0.737448,10.4824,0.0274814,0.115263,0.114893,0.244401,0.0151577,0.0800763,0.0744789,0.181166,0.506429,26.6311,13.4868,0.648293,367.124,
0.709238,10.755,0.0930053,0.0720848,0.0731066,0.25418,0.0607051,0.0480829,0.0454599,0.171115,0.583095,28.8855,16.843,0.744316,420.941,
0.406992,4.22928,0.0620506,0.287721,0.0444791,0.614132,0.0436197,0.177633,0.0367592,0.464606,0.282843,18.2688,5.1672,0.616686,103.462,

0.473373,7.33624,0.164188,0.259295,0.157902,0.486192,0.095479,0.143051,0.103988,0.311249,0.406305,33.7973,13.732,0.716416,338.339,
0.468419,7.24214,0.123252,0.296357,0.134199,0.485587,0.0662786,0.160657,0.0863138,0.309525,0.409503,32.9346,13.4868,0.724828,333.749,
0.543986,7.29528,0.118902,0.226174,0.11581,0.402402,0.0600616,0.118741,0.0704951,0.258123,0.452244,30.3642,13.732,0.741508,291.614,

0.822075,8.01668,0.0315219,0.0205328,0.0648143,0.137866,0.0237228,0.0155328,0.0331447,0.0831486,0.664114,19.5485,12.9824,0.905622,226.115,
0.596648,10.2443,0.0254874,0.0723876,0.0719953,0.384738,0.0157972,0.0430839,0.0377055,0.280403,0.545878,35.8111,19.5485,0.781783,596.577,
0.623395,10.6478,0.023663,0.0507567,0.0675773,0.35821,0.0147941,0.0320767,0.0325725,0.26497,0.581967,33.8096,19.6761,0.763439,611.596,
0.641777,10.9693,0.0553942,0.0314636,0.0450402,0.34239,0.0361435,0.0213342,0.0244053,0.257399,0.603236,34.3301,20.7091,0.852968,629.118,

0.921557,10.2147,0.0533877,0.134876,0.102104,0.0583317,0.036225,0.0978494,0.0665268,0.0338739,0.620766,22.8908,14.2098,0.802704,302.878,
0.977598,13.122,0.0386083,0.0585785,0.0434024,0.0142716,0.0292019,0.0337625,0.0324673,0.0103142,0.719588,27.1662,19.5485,0.772095,495.618,
0.986031,14.8159,0.0595539,0.0564468,0.0156376,0.00937306,0.039037,0.0356478,0.0128941,0.00863224,0.692776,33.0421,22.8908,0.703006,639.547,
0.925895,9.9702,0.0212501,0.128598,0.0986701,0.058332,0.0124387,0.0902996,0.0557061,0.0429928,0.613199,22.6894,13.9131,0.719714,282.853,

0.878397,11.0592,0.0254837,0.0402684,0.0775144,0.0941025,0.0127506,0.0243938,0.051007,0.0549933,0.655869,25.2232,16.5431,0.749641,376.303,
0.574136,4.40027,0.0320408,0.0283104,0.128108,0.421102,0.0219602,0.0100696,0.105955,0.30205,0.428353,13.4868,5.77711,0.757632,79.6827,
0.971732,11.3366,0.0325237,0.0337871,0.141759,0.0237648,0.0270643,0.018273,0.0898401,0.0203794,0.658939,23.6879,15.6089,0.750028,352.94,
0.870481,11.7225,0.0125851,0.0383065,0.0266614,0.108383,0.0066186,0.0139757,0.0179196,0.0780811,0.669742,26.8651,17.9927,0.803046,449.31,
0.793903,9.55296,0.0570948,0.0538698,0.148148,0.179228,0.0362573,0.0467213,0.0939919,0.122127,0.589239,24.1155,14.2098,0.794933,303.712,

0.808896,8.64836,0.00894459,0.0340581,0.0266712,0.157509,0.0074437,0.0296513,0.0181967,0.106557,0.720422,22.4677,16.1862,0.929331,317.062,
0.860319,8.91325,0.0087808,0.0501642,0.0169723,0.117165,0.00301874,0.0398325,0.0146391,0.083153,0.784465,21.4707,16.843,0.963487,295.785,
0.816624,8.95817,0.0122525,0.0435448,0.0274096,0.155463,0.00902018,0.0345486,0.0203696,0.110367,0.693439,23.3419,16.1862,0.850955,321.234,
0.788116,8.64649,0.00882051,0.0560827,0.0712476,0.175236,0.00685916,0.0387351,0.0445597,0.116575,0.706018,23.2883,16.4419,0.929285,310.387,
0.855786,8.98186,0.0205039,0.0404251,0.0474906,0.119849,0.0192107,0.0315768,0.0371366,0.0857132,0.763855,22.2437,16.991,0.942462,317.896,
0.876544,9.09578,0.0347078,0.00645009,0.0105158,0.103742,0.0261274,0.00919176,0.0096347,0.0739778,0.788565,21.8559,17.2348,0.896066,323.737,

0.877508,8.68278,0.0306305,0.0379661,0.0310704,0.128338,0.0189623,0.024641,0.0249451,0.127434,0.734594,22.2437,16.3401,0.862669,303.712,
0.884067,8.56649,0.00905432,0.0250042,0.028775,0.120162,0.00631817,0.00873133,0.0328807,0.115922,0.752232,20.6789,15.5553,0.879846,289.11,
0.849072,8.39241,0.00865878,0.0424532,0.0189204,0.13843,0.00398256,0.0237928,0.0163277,0.111205,0.745507,20.2817,15.1201,0.906891,267,
0.918967,8.59082,0.0204185,0.0179732,0.0294208,0.0825108,0.0151787,0.00740512,0.0228172,0.0761587,0.818367,19.0732,15.6089,0.95053,257.404,
0.889047,8.64677,0.0265316,0.0433266,0.00239005,0.110464,0.0178443,0.024398,0.00178849,0.0956395,0.779667,21.0884,16.4419,0.891894,302.043,
0.906212,8.57639,0.0324202,0.0351594,0.0225314,0.0879529,0.0210323,0.0226794,0.0154984,0.0737851,0.745804,22.0459,16.4419,0.8809,314.559,
0.84986,8.3122,0.0214483,0.0211866,0.0608878,0.131767,0.0134336,0.010382,0.0384211,0.100482,0.696166,22.4212,15.6089,0.908563,292.448,

0.963649,12.4809,0.0274252,0.0199447,0.036798,0.0322537,0.0203006,0.0186795,0.0236494,0.0270426,0.786717,28.2503,22.225,0.851661,559.865,
0.988344,12.1924,0.0295949,0.0161494,0.0420724,0.00958685,0.018995,0.00808173,0.0248397,0.00603759,0.741995,28.0725,20.8296,0.790968,516.06,
0.956635,13.1741,0.0392716,0.0176161,0.0365697,0.032808,0.0279974,0.00820593,0.0211511,0.0212325,0.790569,30.1297,23.8196,0.887488,627.449,
0.95883,12.4104,0.0312194,0.0158556,0.0668506,0.0308197,0.0170357,0.00499641,0.036041,0.0172046,0.746788,29.4576,21.9986,0.826856,580.307,
0.93171,11.6728,0.0226763,0.0186791,0.0548889,0.0533337,0.0120172,0.00810598,0.0294144,0.0356614,0.757136,27.9832,21.1871,0.808919,513.14,
0.951128,12.2303,0.0258351,0.0131052,0.0170295,0.03884,0.0196576,0.00888006,0.0127061,0.0243447,0.782817,28.1985,22.0743,0.772531,546.932,
0.902349,11.8178,0.0228073,0.00874075,0.028789,0.0730352,0.0151252,0.00732951,0.0187598,0.0436844,0.762722,28.8422,21.9986,0.856722,524.821,

0.758665,7.63947,0.00983006,0.0432363,0.0702054,0.198324,0.00709955,0.0246466,0.0521161,0.125871,0.651306,24.2105,15.7684,0.973855,314.976,
0.793168,7.75009,0.012169,0.0474423,0.0711626,0.165484,0.00650903,0.0311383,0.0578956,0.102505,0.763965,21.1871,16.1862,0.947128,307.049,
0.801821,7.89923,0.0198398,0.0671868,0.094154,0.164997,0.0124392,0.041553,0.0674357,0.104899,0.726985,21.4707,15.6089,0.909196,299.123,
0.846651,8.26933,0.0203099,0.069035,0.110412,0.12604,0.0121015,0.0384407,0.0749398,0.0790071,0.692633,22.6894,15.7154,0.891788,308.301,
0.795423,7.95478,0.0117429,0.0571457,0.0502769,0.165565,0.0130977,0.0374359,0.0350125,0.105356,0.682981,23.3955,15.9787,0.866214,324.571,
0.77227,7.77243,0.00848248,0.0531477,0.0505283,0.188402,0.0039287,0.0338707,0.0373519,0.119805,0.702473,23.9767,16.843,0.859745,339.59,
0.77228,7.73731,0.00870473,0.054735,0.0653387,0.187734,0.00529981,0.0335536,0.0489983,0.121112,0.719292,22.717,16.3401,0.941006,317.062,

0.870056,7.53217,0.025011,0.00267894,0.0349329,0.115644,0.0118031,0.00786843,0.0269657,0.0886166,0.775252,20.2714,15.7154,0.961301,268.668,
0.889603,7.61514,0.0197183,0.0123151,0.0289866,0.0949678,0.0132949,0.00705758,0.0171451,0.070957,0.789819,19.8975,15.7154,0.912262,275.76,
0.892712,7.64157,0.0360936,0.0349455,0.117816,0.0958422,0.0171666,0.0180357,0.0821811,0.0722158,0.780313,19.377,15.1201,0.915205,259.073,
0.824388,7.27418,0.039798,0.0653935,0.0894397,0.12948,0.0236871,0.032466,0.0555769,0.0773987,0.664229,22.6802,15.0648,0.8804,254.067,
0.834721,7.50253,0.0384059,0.044733,0.121245,0.117821,0.0118494,0.0193696,0.0805525,0.0732941,0.560068,25.7875,14.4428,0.819959,279.098,
